,participant_id,Condition,Classifier,Parameters Used,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
453,sub-017,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0016102620275609393}","[[19 11]
 [ 0  6]]",100.0,82.1,81.7,100.0,73.4,69.4,100.0,39.5,35.3,1.0,0.496,0.473,100.0,95.0,100.0,1.0,0.405,1.0,0.649,0.639,1.0,0.548,0.522,1.0,0.821,0.817,0.507,0.031
454,sub-017,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 2  4]]",90.6,71.2,80.0,96.1,86.8,88.9,93.3,62.5,66.7,0.854,0.477,0.6,82.4,48.3,66.7,0.909,0.667,0.855,0.503,0.667,0.875,0.523,0.667,0.906,0.712,0.8,8.213,0.031
455,sub-017,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 2124, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 4, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 67, 'RF__max_depth': 23, 'RF__class_weight': 'balanced'}","[[29  1]
 [ 4  2]]",100.0,61.7,65.0,100.0,87.5,86.1,100.0,50.0,66.7,1.0,0.321,0.405,100.0,23.3,33.3,1.0,0.556,1.0,0.276,0.394,1.0,0.313,0.444,1.0,0.617,0.65,15.934,1.136
456,sub-017,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.4175318936560405}","[[216  24]
 [  3  45]]",100.0,87.7,91.9,100.0,87.6,90.6,100.0,59.3,65.2,1.0,0.653,0.731,100.0,88.0,93.8,1.0,0.694,1.0,0.762,0.826,1.0,0.705,0.769,1.0,0.877,0.919,33.096,0.044
457,sub-017,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[219  21]
 [ 15  33]]",100.0,83.8,80.0,100.0,89.3,87.5,100.0,65.6,61.1,1.0,0.639,0.573,100.0,75.5,68.8,1.0,0.625,1.0,0.72,0.662,1.0,0.7,0.647,1.0,0.838,0.8,21.104,0.053
458,sub-017,Target-Nontarget,RF,"{'RF__n_estimators': 251, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.4, 'RF__max_leaf_nodes': 12, 'RF__max_depth': 88, 'RF__class_weight': 'balanced_subsample'}","[[234   6]
 [ 33  15]]",98.5,64.8,64.4,99.5,87.5,86.5,99.9,85.7,71.4,0.982,0.46,0.412,97.1,30.7,31.2,0.994,0.568,0.98,0.376,0.378,0.985,0.441,0.435,0.985,0.648,0.644,39.156,1.101
459,sub-018,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0003039195382313198}","[[21  9]
 [ 1  5]]",100.0,78.8,76.7,100.0,71.3,72.2,100.0,37.3,35.7,1.0,0.448,0.408,100.0,90.0,83.3,1.0,0.403,1.0,0.613,0.591,1.0,0.517,0.5,1.0,0.788,0.767,0.453,0.029
460,sub-018,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 5  1]]",91.2,70.8,56.7,96.5,88.2,83.3,95.3,71.7,50.0,0.871,0.499,0.217,83.3,45.0,16.7,0.926,0.357,0.867,0.492,0.21,0.889,0.53,0.25,0.912,0.708,0.567,8.67,0.031
461,sub-018,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 70, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 121, 'RF__max_depth': 59, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 5  1]]",100.0,55.0,58.3,100.0,84.9,86.1,100.0,10.0,100.0,1.0,0.1,0.378,100.0,10.0,16.7,1.0,0.5,1.0,0.1,0.224,1.0,0.1,0.286,1.0,0.55,0.583,5.172,0.383
462,sub-018,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0005298316906283707}","[[19 11]
 [ 0  6]]",100.0,80.8,81.7,100.0,68.1,69.4,100.0,35.1,35.3,1.0,0.464,0.473,100.0,100.0,100.0,1.0,0.405,1.0,0.632,0.639,1.0,0.516,0.522,1.0,0.808,0.817,0.441,0.032
463,sub-018,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 3  3]]",91.2,74.6,75.0,95.8,88.3,91.7,89.8,71.7,100.0,0.844,0.552,0.674,84.3,53.3,50.0,0.886,0.833,0.858,0.553,0.591,0.869,0.577,0.667,0.912,0.746,0.75,8.405,0.031
464,sub-018,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 2063, 'RF__min_samples_split': 7, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 170, 'RF__max_depth': 49, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",100.0,55.0,50.0,100.0,84.9,83.3,100.0,20.0,0.0,1.0,0.136,0.0,100.0,10.0,0.0,1.0,0.0,1.0,0.118,0.0,1.0,0.133,0.0,1.0,0.55,0.5,1.227,0.133
465,sub-018,Green/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[18 12]
 [ 0  6]]",100.0,79.6,80.0,100.0,71.4,66.7,100.0,37.4,33.3,1.0,0.456,0.447,100.0,91.7,100.0,1.0,0.385,1.0,0.618,0.619,1.0,0.52,0.5,1.0,0.796,0.8,0.417,0.029
466,sub-018,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 3  3]]",91.0,82.5,73.3,95.5,93.1,88.9,88.5,86.7,75.0,0.837,0.718,0.553,84.3,66.7,50.0,0.876,0.682,0.855,0.708,0.557,0.863,0.74,0.6,0.91,0.825,0.733,8.244,0.039
467,sub-018,Green/Upright/Faces,RF,"{'RF__n_estimators': 2456, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 36, 'RF__max_depth': 33, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 5  1]]",50.0,50.0,58.3,83.3,83.4,86.1,0.0,0.0,100.0,0.0,0.0,0.378,0.0,0.0,16.7,0.0,0.5,0.0,0.0,0.224,0.0,0.0,0.286,0.5,0.5,0.583,7.162,0.485
468,sub-018,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[18 12]
 [ 0  6]]",100.0,82.5,80.0,100.0,74.3,66.7,100.0,39.0,33.3,1.0,0.495,0.447,100.0,95.0,100.0,1.0,0.385,1.0,0.656,0.619,1.0,0.551,0.5,1.0,0.825,0.8,0.445,0.03
469,sub-018,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  3]
 [ 6  0]]",91.5,73.7,45.0,96.7,88.3,75.0,96.0,71.7,0.0,0.878,0.54,-0.135,83.8,51.7,0.0,0.932,0.0,0.871,0.555,0.0,0.894,0.587,0.0,0.915,0.737,0.45,8.412,0.034
470,sub-018,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 644, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 3, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 28, 'RF__max_depth': 75, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",72.6,52.5,50.0,90.9,84.1,83.3,100.0,10.0,0.0,0.637,0.068,0.0,45.3,5.0,0.0,0.799,0.0,0.542,0.059,0.0,0.618,0.067,0.0,0.726,0.525,0.5,2.781,0.214
471,sub-018,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.1373823795883264}","[[18 12]
 [ 0  6]]",100.0,82.5,80.0,100.0,70.9,66.7,100.0,38.4,33.3,1.0,0.499,0.447,100.0,100.0,100.0,1.0,0.385,1.0,0.66,0.619,1.0,0.549,0.5,1.0,0.825,0.8,0.425,0.032
472,sub-018,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 5  1]]",88.8,62.9,58.3,94.9,84.9,86.1,88.8,55.0,100.0,0.811,0.335,0.378,79.6,30.0,16.7,0.868,0.5,0.822,0.348,0.224,0.839,0.387,0.286,0.888,0.629,0.583,8.496,0.033
473,sub-018,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 1520, 'RF__min_samples_split': 9, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 126, 'RF__max_depth': 19, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",56.3,50.0,50.0,85.4,83.4,83.3,100.0,0.0,0.0,0.321,0.0,0.0,12.6,0.0,0.0,0.405,0.0,0.17,0.0,0.0,0.22,0.0,0.0,0.563,0.5,0.5,8.174,0.695
474,sub-018,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.014873521072935119}","[[21  9]
 [ 0  6]]",100.0,78.3,85.0,100.0,69.3,75.0,100.0,35.9,40.0,1.0,0.434,0.529,100.0,91.7,100.0,1.0,0.455,1.0,0.605,0.684,1.0,0.505,0.571,1.0,0.783,0.85,0.437,0.032
475,sub-018,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 2  4]]",89.6,71.7,81.7,95.1,88.2,91.7,88.3,65.0,80.0,0.819,0.494,0.683,81.5,46.7,66.7,0.868,0.769,0.834,0.489,0.703,0.846,0.513,0.727,0.896,0.717,0.817,8.261,0.033
476,sub-018,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 191, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 97, 'RF__max_depth': 85, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",97.7,53.3,50.0,99.2,84.8,83.3,100.0,20.0,0.0,0.972,0.107,0.0,95.3,6.7,0.0,0.99,0.0,0.967,0.084,0.0,0.976,0.1,0.0,0.977,0.533,0.5,0.866,0.098
477,sub-018,Green/Inverted/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[15 15]
 [ 0  6]]",100.0,74.6,75.0,100.0,68.8,58.3,100.0,33.5,28.6,1.0,0.378,0.378,100.0,83.3,100.0,1.0,0.333,1.0,0.563,0.565,1.0,0.472,0.444,1.0,0.746,0.75,0.481,0.033
478,sub-018,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 4  2]]",86.1,57.1,65.0,93.8,82.0,86.1,86.2,20.0,66.7,0.765,0.129,0.405,74.5,20.0,33.3,0.835,0.556,0.777,0.198,0.394,0.799,0.197,0.444,0.861,0.571,0.65,8.516,0.029
479,sub-018,Green/Inverted/Faces,RF,"{'RF__n_estimators': 10, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 50, 'RF__max_depth': None, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",56.0,50.0,50.0,85.3,83.4,83.3,100.0,0.0,0.0,0.318,0.0,0.0,12.1,0.0,0.0,0.401,0.0,0.165,0.0,0.0,0.214,0.0,0.0,0.56,0.5,0.5,3.03,0.274
480,sub-018,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0016102620275609393}","[[20 10]
 [ 0  6]]",100.0,79.6,83.3,100.0,69.3,72.2,100.0,35.6,37.5,1.0,0.45,0.5,100.0,95.0,100.0,1.0,0.429,1.0,0.618,0.661,1.0,0.512,0.545,1.0,0.796,0.833,0.425,0.034
481,sub-018,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 3  3]]",84.7,54.2,75.0,92.7,80.0,91.7,81.9,16.7,100.0,0.729,0.073,0.674,72.7,15.0,50.0,0.797,0.833,0.752,0.146,0.591,0.769,0.147,0.667,0.847,0.542,0.75,8.148,0.032
482,sub-018,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 40, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.5, 'RF__max_leaf_nodes': 77, 'RF__max_depth': 47, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,83.4,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,13.601,0.995
483,sub-018,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0016102620275609393}","[[202  38]
 [  6  42]]",100.0,87.0,85.8,100.0,85.7,84.7,100.0,55.0,52.5,1.0,0.623,0.596,100.0,89.0,87.5,1.0,0.571,1.0,0.745,0.726,1.0,0.678,0.656,1.0,0.87,0.858,25.378,0.042
484,sub-018,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[209  31]
 [ 15  33]]",100.0,80.7,77.9,100.0,86.7,84.0,100.0,58.8,51.6,1.0,0.568,0.501,100.0,71.5,68.8,1.0,0.543,1.0,0.669,0.624,1.0,0.643,0.589,1.0,0.807,0.779,20.396,0.048
485,sub-018,Target-Nontarget,RF,"{'RF__n_estimators': 1218, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.5, 'RF__max_leaf_nodes': 12, 'RF__max_depth': 77, 'RF__class_weight': 'balanced'}","[[239   1]
 [ 35  13]]",66.5,50.3,63.3,88.8,83.4,87.5,100.0,10.0,92.9,0.54,0.021,0.462,33.0,0.5,27.1,0.711,0.625,0.416,0.007,0.346,0.496,0.01,0.419,0.665,0.503,0.633,11.651,0.566
486,sub-019,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[20 10]
 [ 0  6]]",100.0,84.2,83.3,100.0,75.5,72.2,100.0,42.7,37.5,1.0,0.531,0.5,100.0,96.7,100.0,1.0,0.429,1.0,0.671,0.661,1.0,0.573,0.545,1.0,0.842,0.833,0.47,0.03
487,sub-019,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 4  2]]",93.4,80.0,65.0,97.4,91.6,86.1,96.5,83.3,66.7,0.903,0.67,0.405,87.4,63.3,33.3,0.945,0.556,0.899,0.664,0.394,0.916,0.693,0.444,0.934,0.8,0.65,8.877,0.041
488,sub-019,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 1942, 'RF__min_samples_split': 1, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.7000000000000001, 'RF__max_leaf_nodes': 134, 'RF__max_depth': 50, 'RF__class_weight': None}","[[30  0]
 [ 2  4]]",98.0,82.5,83.3,99.4,94.4,94.4,100.0,100.0,100.0,0.977,0.775,0.791,96.1,65.0,66.7,0.992,0.909,0.972,0.718,0.743,0.98,0.773,0.8,0.98,0.825,0.833,0.602,0.079
489,sub-019,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0003039195382313198}","[[17 13]
 [ 0  6]]",100.0,77.2,78.3,100.0,65.3,63.9,100.0,33.5,31.6,1.0,0.418,0.423,100.0,95.0,100.0,1.0,0.366,1.0,0.594,0.6,1.0,0.487,0.48,1.0,0.772,0.783,0.51,0.028
490,sub-019,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 5  1]]",91.8,70.4,58.3,95.8,88.0,86.1,89.0,63.3,100.0,0.848,0.468,0.378,85.7,43.3,16.7,0.883,0.5,0.866,0.455,0.224,0.872,0.48,0.286,0.918,0.704,0.583,8.756,0.036
491,sub-019,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 2667, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.30000000000000004, 'RF__max_leaf_nodes': 162, 'RF__max_depth': 35, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",50.2,50.0,50.0,83.2,83.1,83.3,10.0,0.0,0.0,0.02,0.0,0.0,0.5,0.0,0.0,0.02,0.0,0.007,0.0,0.0,0.009,0.0,0.0,0.502,0.5,0.5,12.158,1.034
492,sub-019,Green/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[21  9]
 [ 0  5]]",99.5,84.2,85.0,99.1,73.2,74.3,94.4,43.6,35.7,0.966,0.543,0.5,100.0,100.0,100.0,0.954,0.41,0.982,0.677,0.644,0.971,0.578,0.526,0.995,0.842,0.85,0.261,0.035
493,sub-019,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 2  3]]",95.4,86.7,80.0,96.9,94.9,94.3,86.6,91.7,100.0,0.881,0.791,0.75,93.3,75.0,60.0,0.879,0.882,0.911,0.773,0.684,0.898,0.797,0.75,0.954,0.867,0.8,8.287,0.031
494,sub-019,Green/Upright/Faces,RF,"{'RF__n_estimators': 1187, 'RF__min_samples_split': 1, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 34, 'RF__max_depth': 61, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 1  4]]",100.0,82.5,90.0,100.0,94.9,97.1,100.0,100.0,100.0,1.0,0.775,0.88,100.0,65.0,80.0,1.0,0.952,1.0,0.714,0.852,1.0,0.767,0.889,1.0,0.825,0.9,6.227,0.598
495,sub-019,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0005298316906283707}","[[21  7]
 [ 0  6]]",100.0,79.0,87.5,100.0,68.3,79.4,100.0,33.9,46.2,1.0,0.434,0.588,100.0,95.0,100.0,1.0,0.517,1.0,0.606,0.736,1.0,0.496,0.632,1.0,0.79,0.875,0.337,0.032
496,sub-019,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  0]
 [ 4  2]]",93.3,72.0,66.7,95.6,89.1,88.2,84.0,66.7,100.0,0.843,0.502,0.54,89.9,46.7,33.3,0.851,0.714,0.88,0.489,0.419,0.869,0.513,0.5,0.933,0.72,0.667,8.532,0.037
497,sub-019,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 795, 'RF__min_samples_split': 7, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 173, 'RF__max_depth': 33, 'RF__class_weight': 'balanced_subsample'}","[[28  0]
 [ 5  1]]",100.0,56.7,58.3,100.0,86.1,85.3,100.0,30.0,100.0,1.0,0.189,0.376,100.0,13.3,16.7,1.0,0.5,1.0,0.16,0.224,1.0,0.183,0.286,1.0,0.567,0.583,4.331,0.324
498,sub-019,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0028072162039411755}","[[19 10]
 [ 0  5]]",100.0,83.4,82.8,100.0,75.6,70.6,100.0,41.5,33.3,1.0,0.519,0.467,100.0,95.0,100.0,1.0,0.385,1.0,0.663,0.619,1.0,0.565,0.5,1.0,0.834,0.828,0.442,0.028
499,sub-019,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  0]
 [ 2  3]]",92.2,79.9,80.0,95.4,92.7,94.1,85.0,84.2,100.0,0.834,0.678,0.749,87.4,61.7,60.0,0.854,0.882,0.866,0.647,0.684,0.861,0.679,0.75,0.922,0.799,0.8,8.463,0.035
500,sub-019,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 1278, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 37, 'RF__max_depth': 5, 'RF__class_weight': None}","[[29  0]
 [ 2  3]]",91.6,50.0,80.0,97.3,83.8,94.1,100.0,0.0,100.0,0.898,0.0,0.749,83.3,0.0,60.0,0.96,0.882,0.877,0.0,0.684,0.907,0.0,0.75,0.916,0.5,0.8,10.376,0.935
501,sub-019,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0003039195382313198}","[[19 10]
 [ 0  6]]",100.0,81.6,82.8,100.0,71.4,71.4,100.0,39.2,37.5,1.0,0.488,0.496,100.0,96.7,100.0,1.0,0.429,1.0,0.651,0.661,1.0,0.547,0.545,1.0,0.816,0.828,0.301,0.031
502,sub-019,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  1]
 [ 4  2]]",91.0,64.4,64.9,95.9,86.2,85.7,90.3,36.7,66.7,0.846,0.299,0.402,83.8,33.3,33.3,0.888,0.556,0.856,0.336,0.394,0.868,0.34,0.444,0.91,0.644,0.649,8.699,0.034
503,sub-019,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 2093, 'RF__min_samples_split': 1, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 97, 'RF__max_depth': 44, 'RF__class_weight': 'balanced_subsample'}","[[29  0]
 [ 6  0]]",50.0,50.0,50.0,83.9,84.0,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.39,0.138
504,sub-019,Green/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.2395026619987486}","[[22  7]
 [ 0  5]]",100.0,86.4,87.9,100.0,77.1,79.4,100.0,43.6,41.7,1.0,0.562,0.562,100.0,100.0,100.0,1.0,0.472,1.0,0.702,0.699,1.0,0.597,0.588,1.0,0.864,0.879,0.456,0.03
505,sub-019,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  1]
 [ 0  5]]",96.9,91.2,98.3,98.0,95.5,97.1,92.3,89.2,83.3,0.926,0.837,0.897,95.2,85.0,100.0,0.929,0.862,0.943,0.846,0.942,0.937,0.849,0.909,0.969,0.912,0.983,8.6,0.031
506,sub-019,Green/Inverted/Faces,RF,"{'RF__n_estimators': 100, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 5, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 199, 'RF__max_depth': 52, 'RF__class_weight': 'balanced_subsample'}","[[29  0]
 [ 0  5]]",92.9,81.7,100.0,97.8,94.1,100.0,100.0,100.0,100.0,0.914,0.76,1.0,85.7,63.3,100.0,0.968,1.0,0.897,0.696,1.0,0.923,0.75,1.0,0.929,0.817,1.0,4.939,0.458
507,sub-019,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[22  8]
 [ 0  6]]",100.0,78.1,86.7,100.0,70.0,77.8,100.0,35.8,42.9,1.0,0.424,0.561,100.0,90.0,100.0,1.0,0.484,1.0,0.604,0.709,1.0,0.505,0.6,1.0,0.781,0.867,0.513,0.03
508,sub-019,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 3  3]]",91.1,66.2,75.0,96.1,84.3,91.7,93.3,52.5,100.0,0.859,0.366,0.674,83.4,38.3,50.0,0.911,0.833,0.861,0.401,0.591,0.88,0.42,0.667,0.911,0.662,0.75,8.31,0.033
509,sub-019,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 1882, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 49, 'RF__max_depth': 67, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",59.9,50.0,50.0,86.3,82.9,83.3,100.0,0.0,0.0,0.406,0.0,0.0,19.9,0.0,0.0,0.535,0.0,0.261,0.0,0.0,0.325,0.0,0.0,0.599,0.5,0.5,5.732,0.388
510,sub-019,Target-Nontarget,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 329.0344562312671}","[[203  29]
 [  2  43]]",100.0,89.3,91.5,100.0,87.4,88.8,100.0,57.6,59.7,1.0,0.663,0.699,100.0,92.2,95.6,1.0,0.646,1.0,0.775,0.807,1.0,0.706,0.735,1.0,0.893,0.915,20.81,0.04
511,sub-019,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[212  20]
 [  9  36]]",100.0,83.3,85.7,100.0,90.6,89.5,100.0,71.6,64.3,1.0,0.662,0.656,100.0,72.4,80.0,1.0,0.669,1.0,0.715,0.744,1.0,0.712,0.713,1.0,0.833,0.857,20.581,0.048
512,sub-019,Target-Nontarget,RF,"{'RF__n_estimators': 221, 'RF__min_samples_split': 7, 'RF__min_samples_leaf': 4, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 119, 'RF__max_depth': 33, 'RF__class_weight': 'balanced'}","[[231   1]
 [ 20  25]]",79.1,61.5,77.6,93.3,87.6,92.4,100.0,100.0,96.2,0.734,0.445,0.697,58.2,23.0,55.6,0.874,0.839,0.668,0.3,0.639,0.736,0.371,0.704,0.791,0.615,0.776,26.7,1.275
513,sub-020,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 188.73918221350996}","[[22  8]
 [ 0  6]]",100.0,83.3,86.7,100.0,72.2,77.8,100.0,40.0,42.9,1.0,0.515,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.67,0.709,1.0,0.562,0.6,1.0,0.833,0.867,0.329,0.029
514,sub-020,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 1  5]]",96.8,77.1,88.3,98.1,91.0,91.7,94.1,73.3,71.4,0.934,0.596,0.722,94.9,56.7,83.3,0.942,0.735,0.946,0.594,0.793,0.944,0.62,0.769,0.968,0.771,0.883,8.478,0.034
515,sub-020,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 2577, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 29, 'RF__max_depth': 52, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",81.4,50.0,50.0,93.8,83.4,83.3,100.0,0.0,0.0,0.764,0.0,0.0,62.8,0.0,0.0,0.892,0.0,0.708,0.0,0.0,0.769,0.0,0.0,0.814,0.5,0.5,11.722,1.103
516,sub-020,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.004893900918477494}","[[27  3]
 [ 0  6]]",100.0,77.5,95.0,100.0,73.8,91.7,100.0,39.1,66.7,1.0,0.436,0.775,100.0,83.3,100.0,1.0,0.714,1.0,0.601,0.867,1.0,0.519,0.8,1.0,0.775,0.95,0.551,0.031
